iter	Logloss
509	0.09300383204
510	0.0928583047
511	0.0927389406
512	0.09260461906
513	0.09245532452
514	0.09226494217
515	0.09205734953
516	0.09190529373
517	0.09171932737
518	0.0915934665
519	0.09145295011
520	0.09131963778
521	0.0911299028
522	0.09088000306
523	0.09073727179
524	0.09054666096
525	0.09041276997
526	0.09023083122
527	0.09004932422
528	0.08982979211
529	0.08961444904
530	0.08942005712
531	0.08920911586
532	0.08897128385
533	0.08878157802
534	0.08855131961
535	0.08827321744
536	0.08805296083
537	0.0879809139
538	0.08781190998
539	0.08765823696
540	0.08746723357
541	0.08723746425
542	0.08710680383
543	0.08684908725
544	0.086680523
545	0.08651926193
546	0.08641786769
547	0.0863073728
548	0.08617841075
549	0.08605917629
550	0.08591258004
551	0.08578676752
552	0.08563744541
553	0.08553138185
554	0.08537828845
555	0.08527897905
556	0.0851139646
557	0.08495819188
558	0.08481449612
559	0.08464185484
560	0.08447427273
561	0.08432533443
562	0.08424159497
563	0.08409989849
564	0.08395831741
565	0.08383060968
566	0.08369081957
567	0.08350947031
568	0.08338067278
569	0.0832160888
570	0.08304692042
571	0.08291852734
572	0.08274676961
573	0.08259598216
574	0.08247066849
575	0.08235590328
576	0.08224782767
577	0.08213950085
578	0.08202683039
579	0.08191980049
580	0.08180182046
581	0.08166976659
582	0.08152139385
583	0.08128029705
584	0.08112617781
585	0.08105177523
586	0.08090212869
587	0.08070021851
588	0.08052527958
589	0.08044228842
590	0.08028417555
591	0.08023156038
592	0.08011996397
593	0.07997733918
594	0.07980044575
595	0.07970693989
596	0.07959085704
597	0.07951853204
598	0.07927126634
599	0.07912298971
600	0.07901154074
601	0.07890072431
602	0.07872105521
603	0.07857726702
604	0.0784628728
605	0.07830383528
606	0.07816771181
607	0.07796277737
608	0.07783057381
609	0.07765568926
610	0.07754893355
611	0.07735423391
612	0.07719708311
613	0.0770690051
614	0.07691793307
615	0.07678157706
616	0.07667954398
617	0.07653546937
618	0.07642865145
619	0.07631214848
620	0.07615252744
621	0.07601979331
622	0.07592490446
623	0.07581961409
624	0.07566823833
625	0.07554927139
626	0.07546925909
627	0.0753558926
628	0.07518045634
629	0.07503623653
630	0.07490134088
631	0.0747581248
632	0.07463260332
633	0.07444787146
634	0.07431405198
635	0.07417931947
636	0.07405467425
637	0.0739124447
638	0.07382714499
639	0.07366751474
640	0.0735142044
641	0.0734382313
642	0.07330653139
643	0.07313212311
644	0.07303779527
645	0.07290540942
646	0.07282888173
647	0.07265307797
648	0.07252760145
649	0.07238973351
650	0.07227030229
651	0.07211807131
652	0.072005467
653	0.07184874323
654	0.0717123507
655	0.07161270845
656	0.07154822049
657	0.071457418
658	0.07127947392
659	0.07117844871
660	0.07107783823
661	0.07097514175
662	0.07089508779
663	0.07078451556
664	0.07069939582
665	0.07057284885
666	0.07046244261
667	0.07022620768
668	0.07016249449
669	0.07008021054
670	0.06999677955
671	0.06987918967
672	0.06970202404
673	0.06960234172
674	0.06948193438
675	0.06936035452
676	0.06923949392
677	0.06914424439
678	0.06903820127
679	0.0689243726
680	0.06883166338
681	0.06870178682
682	0.06861984517
683	0.0685084621
684	0.06839583604
685	0.06834354182
686	0.06823682377
687	0.06810376519
688	0.06798184152
689	0.06784508863
690	0.06774903913
691	0.06767789957
692	0.06756773742
693	0.06746717428
694	0.06733089931
695	0.06722670037
696	0.06708448728
697	0.06701284199
698	0.06690231882
699	0.06678230874
700	0.06667334811
701	0.06651492685
702	0.06642343959
703	0.06630839073
704	0.06621000945
705	0.06608584078
706	0.06595989346
707	0.06585064319
708	0.06577980074
709	0.06564920091
710	0.06558480067
711	0.06549074487
712	0.06541818518
713	0.06531760354
714	0.06519312813
715	0.06511391131
716	0.06499429685
717	0.06490037074
718	0.06483838615
719	0.06474674018
720	0.06469070128
721	0.06460656097
722	0.06453495032
723	0.06439657282
724	0.06433071388
725	0.06424039953
726	0.06410940496
727	0.06394940285
728	0.06385144797
729	0.06373264573
730	0.06360683534
731	0.0634946361
732	0.06338254765
733	0.0633043706
734	0.0632189392
735	0.06314033556
736	0.06304580681
737	0.06291741697
738	0.0628025578
739	0.06271276654
740	0.06259006587
741	0.06248767431
742	0.06239988439
743	0.06233684104
744	0.06227297853
745	0.06220563412
746	0.06211280057
747	0.06202984362
748	0.06190940029
749	0.06178257353
750	0.06167007258
751	0.06162442012
752	0.06154844335
753	0.06149022637
754	0.06135542504
755	0.06122813993
756	0.06108817287
757	0.06096144011
758	0.060879732
759	0.06073849131
760	0.06064053595
761	0.06050481572
762	0.06043427501
763	0.06031895886
764	0.06022537759
765	0.06011559033
766	0.05997730724
767	0.0598639566
768	0.05971862
769	0.05957543272
770	0.05948369695
771	0.05941620009
772	0.05934328484
773	0.05926687716
774	0.05913194637
775	0.05902829994
776	0.05895197332
777	0.05885773968
778	0.05878800581
779	0.05874201137
780	0.05865721568
781	0.05857502769
782	0.05847878149
783	0.05838939425
784	0.05832923396
785	0.05825631892
786	0.05814276695
787	0.05805683742
788	0.05793331579
789	0.05781755733
790	0.05771454442
791	0.05762532414
792	0.05753714379
793	0.05745324722
794	0.05734752751
795	0.05721535346
796	0.05713578309
797	0.05704776338
798	0.05692687242
799	0.05685450655
800	0.05676050989
801	0.05670800792
802	0.05660164518
803	0.05654119238
804	0.05641150413
805	0.05634023465
806	0.05624633245
807	0.05617494975
808	0.05608084222
809	0.05595161062
810	0.05583574874
811	0.05575527412
812	0.05566574879
813	0.05557552126
814	0.05550534575
815	0.05541345252
816	0.05532395226
817	0.05523949999
818	0.05514873854
819	0.05508768289
820	0.05499019507
821	0.05493671692
822	0.05484559433
823	0.05474790431
824	0.05468200851
825	0.05459926751
826	0.05451534838
827	0.05445980851
828	0.0543723523
829	0.05432313466
830	0.05423856537
831	0.05419131528
832	0.05410536757
833	0.05399240735
834	0.05393772355
835	0.05387505389
836	0.05372791639
837	0.053597506
838	0.05351428599
839	0.05342251801
840	0.05337612605
841	0.05331783278
842	0.0532260947
843	0.05317908067
844	0.05307315521
845	0.05302382312
846	0.05291312308
847	0.05280996633
848	0.05276327219
849	0.05267993825
850	0.05260893118
851	0.05253215911
852	0.05245845386
853	0.05236751919
854	0.05232094013
855	0.05225479986
856	0.05212641071
857	0.05209620912
858	0.05203429873
859	0.05194796521
860	0.05189664167
861	0.05182066089
862	0.05174344671
863	0.05169571784
864	0.05158145976
865	0.05150467259
866	0.05139210537
867	0.05132935602
868	0.05122082466
869	0.05115802389
870	0.0511157133
871	0.05104308446
872	0.05094604794
873	0.05088799104
874	0.05083152673
875	0.0507104234
876	0.05063430843
877	0.05055686082
878	0.05046368303
879	0.05037874154
880	0.0503342091
881	0.0502413418
882	0.05014183367
883	0.05001713397
884	0.04993717605
885	0.04983666164
886	0.04974391845
887	0.04968221833
888	0.04960605729
889	0.04955071628
890	0.04946346782
891	0.04939469308
892	0.04934122829
893	0.04928271438
894	0.04922901297
895	0.04917575367
896	0.04909423091
897	0.04900375185
898	0.04894307764
899	0.04890216211
900	0.04883737118
901	0.04878294512
902	0.04869660589
903	0.0486300418
904	0.04858078599
905	0.04850158843
906	0.04844136666
907	0.04832092489
908	0.04825880311
909	0.04817681476
910	0.04811362526
911	0.04806534347
912	0.04797200503
913	0.04789414613
914	0.04781843598
915	0.04773192471
916	0.04765710366
917	0.04762021084
918	0.04752585241
919	0.04749953272
920	0.04744339724
921	0.04737782576
922	0.04733685542
923	0.04723140208
924	0.04719187956
925	0.0471329426
926	0.04702261362
927	0.04699090508
928	0.04693738244
929	0.04684877997
930	0.04677401471
931	0.04670581266
932	0.04665399954
933	0.04660463395
934	0.0465312058
935	0.04646114439
936	0.04637804758
937	0.04631725505
938	0.04626307491
939	0.04620947311
940	0.04613026065
941	0.04605780355
942	0.04600380022
943	0.04593841785
944	0.04589053367
945	0.04584826007
946	0.04578050913
947	0.04573574556
948	0.04568927937
949	0.04560508314
950	0.04556638797
951	0.04550292687
952	0.04542100006
953	0.04538083816
954	0.04532442805
955	0.04525684648
956	0.04519274224
957	0.04511449363
958	0.04505149333
959	0.04497559033
960	0.04492942898
961	0.04484250812
962	0.04474056951
963	0.04465932616
964	0.04460891596
965	0.0445648693
966	0.04449067617
967	0.04444493171
968	0.04439128521
969	0.0443449493
970	0.04430557371
971	0.04425135786
972	0.04419581476
973	0.0441172162
974	0.04403650121
975	0.04395935906
976	0.04389688425
977	0.04385056272
978	0.04376628126
979	0.04371183054
980	0.04364935721
981	0.0436004101
982	0.04356594785
983	0.0435138041
984	0.04348323746
985	0.04344988825
986	0.04339216855
987	0.04333778898
988	0.04328999759
989	0.04324074995
990	0.04317235053
991	0.0431075167
992	0.04303902661
993	0.04297158446
994	0.04291564358
995	0.04286352608
996	0.04282344859
997	0.04275885031
998	0.04269743834
999	0.04265102306
